person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Toma Mazilescu,tomamazilescu,tomamazilescu@zzup.ro,6080908521588,1957-11-24,"Soseaua Otilia Oprea Nr. 59 Bl. 37  Sc. 38 Ap. 992, Targu Mures, 507053",0785 195 423,ee:65:84:55:95:6c,28.240.225.226,RO45LYGP1995496973511838,2025-04-08 17:27:35,5645,945,552,729894,d9426dc7-9211-4193-9894-9e3bbc6f0b37
Olimpiu Florea,olimpiuflorea,olimpiuflorea@post.ro,1840206239891,1995-04-09,"Aleea Ciprian Mocanu, Lipova, 786322",0768 501 790,36:b1:20:96:38:78,90.134.33.191,RO77UVRA0787068466506922,2025-04-08 17:27:35,6028,907,389,184140,008c752a-44b8-491d-96b4-bbc454555fd7
Aurelia Stănescu,aureliastănescu,aureliastănescu@kappa.ro,7270802221097,1984-09-08,"Strada Codrina Diaconescu Nr. 267, Victoria, 214078",0785 268 757,f0:05:d3:20:0e:18,218.129.48.204,RO10MOCX0327527576928138,2025-04-08 17:27:35,10017,575,716,919730,da982177-7224-4307-82f4-c12597a67cf3
Norica Stănescu,noricastănescu,noricastănescu@zzup.ro,5661128436347,1987-01-10,"Strada Leopoldina Popa, Dragalina, 930934",0248 452 682,9e:88:6c:00:33:e4,72.26.60.104,RO78WPVM0330321329428206,2025-04-08 17:27:35,12178,846,232,1187488,7f3f4ac0-843b-44b1-bbc3-4a2fd55b6942
Ioan Marin,ioanmarin,ioanmarin@email.ro,5690721057587,1955-09-15,"Soseaua Ene Nr. 265 Bl. 14  Sc. 18 Ap. 820, Remetea, 593008",0784 576 817,52:62:67:b2:f1:25,181.157.120.192,RO89FCWY9414589245511772,2025-04-08 17:27:35,16459,900,577,1049168,cb3b3fce-012f-4674-b9de-3625d03a0b9e
Sorin Dobre,sorindobre,sorindobre@gmail.com,1880505322520,1996-06-15,"Aleea Preda, Blaj, 112072",0239 574 948,70:2e:23:53:56:29,190.152.227.194,RO81IVYI3535376015274112,2025-04-08 17:27:35,5150,49,142,1436904,5ed9472b-05ae-4a2f-b1dd-aa4eccdf9e7d
Bănel Georgescu,bănelgeorgescu,bănelgeorgescu@kappa.ro,2510231272610,1982-02-05,"Bulevardul Pușcașu, Petrosani, 550364",0746 828 557,ea:2f:94:56:08:36,73.9.38.85,RO96JQLJ2681280375045838,2025-04-08 17:27:35,30195,708,517,925305,5e2f7f5e-9eed-450a-b7f1-93c41465cb5e
Andrian Barbu,andrianbarbu,andrianbarbu@email.ro,6350212174360,1977-03-11,"Drumul Paul Popa Nr. 342 Bl. 67  Sc. 44 Ap. 741, Fieni, 834190",0740 248 408,0e:23:40:96:84:95,137.109.98.241,RO10LRQP4979095219320348,2025-04-08 17:27:35,22023,1,675,1827833,2914e19f-c2eb-47f5-bd2e-d984db60936f
Filip Stoica,filipstoica,filipstoica@gmail.com,6640631347113,2009-09-17,"Soseaua Dinu Nr. 24 Bl. 34  Sc. 95 Ap. 506, Buzau, 832372",0724 191 075,4c:e0:55:bf:6a:aa,113.95.66.215,RO82OKVY5128032683373011,2025-04-08 17:27:35,7488,905,455,1666027,0c4af128-9602-433d-bbd7-c0a0cc403207
Iuliu Marin,iuliumarin,iuliumarin@zzup.ro,5460114022643,2000-06-27,"Strada Eftimie Nr. 391, Galati, 239954",0254 994 886,84:6b:9a:d9:4c:f5,181.185.192.0,RO90UGBJ7606555931527750,2025-04-08 17:27:35,24752,594,169,63372,7be77a72-c72d-4179-8bf6-ff10b124a7a4
Romanița Eftimie,romanițaeftimie,romanițaeftimie@kappa.ro,6810322108787,1939-03-24,"Bulevardul Cristea Nr. 411 Bl. 31  Sc. 90 Ap. 576, Cristuru Secuiesc, 232351",0255 309 082,48:64:9c:33:3e:08,205.61.68.3,RO08IAOX0387223094613831,2025-04-08 17:27:35,1503,241,551,1661243,7d85cdab-1045-4a5a-b334-7ce7443cc3a1
Filip Ababei,filipababei,filipababei@zzup.ro,2741106451535,1935-05-04,"Bulevardul Eftimie Nr. 295 Bl. 26  Sc. 58 Ap. 652, Comanesti, 291892",0242 739 306,34:5d:57:49:f8:5a,150.185.160.135,RO83SUAF6735198987826730,2025-04-08 17:27:35,1106,781,103,1090179,b8174fbf-9290-43ea-8aba-62ab179e95dd
Todor Dinu,todordinu,todordinu@gmail.com,8061129446141,1945-10-05,"Strada Anica Stancu Nr. 74, Lunca Cetatuii, 530059",0746 503 986,8a:59:f6:e0:00:b8,223.111.164.85,RO59EKGC5907227664999249,2025-04-08 17:27:35,20608,173,450,4865,ffd78066-d9ee-4a5a-98a5-c2e71fae02f4
Codrina Dochioiu,codrinadochioiu,codrinadochioiu@post.ro,1121029438331,1976-10-10,"Drumul Pop Nr. 17, Plosca, 316622",0263 355 634,c8:7e:80:3a:d6:5f,162.41.115.120,RO61OQCL7761592409937346,2025-04-08 17:27:35,7820,877,258,1191601,ade42bf1-a7cf-4eb6-a633-76a47bdd6754
Viviana Tabacu,vivianatabacu,vivianatabacu@acasa.ro,5440507141967,2017-03-11,"Soseaua Smaranda Suciu Nr. 26 Bl. 93  Sc. 14 Ap. 964, Fetesti, 213911",0744 960 309,14:e4:59:db:11:f3,186.150.212.156,RO92PJFD1655068071776597,2025-04-08 17:27:35,34903,380,410,332721,32d491d2-98d0-42cc-b4b8-43d7b4d9055d
Simona Popescu,simonapopescu,simonapopescu@zzup.ro,4670231222998,1914-09-12,"Aleea Nemeș Nr. 41, Curcani, 564841",0247 825 470,e0:fe:c2:b5:09:90,48.172.78.188,RO16ZZIE0624872289451651,2025-04-08 17:27:35,11449,168,186,995626,3987e2c2-8763-4345-924c-3d804cb0a26f
Izabela Toma,izabelatoma,izabelatoma@zzup.ro,8810308318467,2018-05-18,"Drumul Oprea Nr. 65, Targu Frumos, 197551",0756 777 264,5c:4a:81:de:a8:e2,40.181.102.145,RO26ZNSB7297425884849767,2025-04-08 17:27:35,24271,254,773,752387,d8179e5d-8f03-40d5-8e09-4d4a9c72378c
Bebe Florea,bebeflorea,bebeflorea@141.ro,1840318054964,1986-07-20,"Soseaua Silviu Tabacu Nr. 415 Bl. 97  Sc. 61 Ap. 934, Savinesti (Poiana Teiului), 193605",0237 554 228,fa:cd:52:27:94:f2,17.96.225.203,RO59LODM6561886235564772,2025-04-08 17:27:35,2220,138,487,503363,62f683dd-457f-48a1-bae5-44b3a0a45db9
Pătru Georgescu,pătrugeorgescu,pătrugeorgescu@gmail.com,3530530337646,1992-11-13,"Strada Ioniță Nr. 707 Bl. 52  Sc. 91 Ap. 921, Baia, 447293",0251 804 939,58:95:70:0d:9e:0e,147.77.124.154,RO71AUAC1357487467108192,2025-04-08 17:27:35,30258,779,274,1768636,c3c91e36-01ff-4d9a-8360-e5bddf108e06
Nae Ene,naeene,naeene@gmail.com,6400503421593,1974-10-06,"Bulevardul Florian Manole Nr. 46 Bl. 86  Sc. 92 Ap. 899, Vatra Dornei, 186321",0257 048 378,f8:5d:04:32:f0:22,93.201.66.216,RO14PLXL5827521513918412,2025-04-08 17:27:35,32950,467,28,955380,5bc07ec4-bb57-4b2f-b301-4fb736b804e5
Tinca Niță,tincaniță,tincaniță@post.ro,5070115341952,1999-09-18,"Bulevardul Grațian Niță Nr. 417, Otopeni, 733321",0253 528 514,a4:d7:a2:55:fb:66,86.48.88.113,RO32SVNX3425888557832385,2025-04-08 17:27:35,26859,675,251,504439,373e7080-288f-4131-b978-a00d3b38fd2b
Florica Aanei,floricaaanei,floricaaanei@acasa.ro,6850927076261,1980-07-13,"Drumul Florea Nr. 42, Galati, 197816",0784 877 592,28:2a:ad:3b:a4:96,94.88.217.120,RO17OHVH0658320790154623,2025-04-08 17:27:35,2502,792,481,1302787,282d0344-373b-4805-b4e0-ad84b2fe9856
Sandu Preda,sandupreda,sandupreda@post.ro,4071127093879,1964-02-13,"Aleea Cristea Nr. 680, 1 Decembrie, 974669",0722 411 525,8c:8f:6a:33:8a:ed,15.15.165.181,RO78JXRC8411093714847021,2025-04-08 17:27:35,26302,413,350,1103660,a1bf2079-bf0b-4d58-a33f-b56a9f841348
Demetra Tomescu,demetratomescu,demetratomescu@gmail.com,1761223215295,1943-01-01,"Aleea Mazilescu Nr. 15 Bl. 44  Sc. 73 Ap. 659, Huedin, 314402",0733 250 954,d4:d2:e6:fe:48:06,219.238.130.252,RO49MOYF4395330992514669,2025-04-08 17:27:35,26696,421,774,974594,cebf35f6-ad24-4198-b807-fbfcafd20b7f
Marin Dochioiu,marindochioiu,marindochioiu@post.ro,4800331294772,1985-07-17,"Aleea Luminița Mazilescu Nr. 200 Bl. 35  Sc. 21 Ap. 440, Amara, 438898",0731 804 295,e2:77:3a:82:e6:21,130.202.15.250,RO42OGAB9408996985357807,2025-04-08 17:27:35,2130,189,499,56760,fc10fb66-43a9-4b3f-b449-f793262ce6dc
Ghenadie Dinu,ghenadiedinu,ghenadiedinu@kappa.ro,1311108119653,1946-10-22,"Soseaua Pop Nr. 670 Bl. 72  Sc. 89 Ap. 532, Miercurea-Ciuc, 337280",0759 131 450,02:1b:88:90:33:a8,194.79.191.149,RO23XTHT8118136339238565,2025-04-08 17:27:35,4776,689,712,1852532,e1dff838-e9e9-4502-af2c-9720b513a051
Toma Dobre,tomadobre,tomadobre@zzup.ro,3580426295641,1952-06-19,"Strada Alin Ene Nr. 655 Bl. 12  Sc. 68 Ap. 573, Toplita, 151097",0780 346 211,9c:8d:83:da:32:6e,84.105.13.209,RO93RGOK0148709913025582,2025-04-08 17:27:35,20144,729,326,1573004,e0d1d204-9b0a-4db9-a16e-fe0a98694abf
Magdalena Barbu,magdalenabarbu,magdalenabarbu@zzup.ro,7060818079655,2020-04-01,"Bulevardul Pop Nr. 436, Resita, 371229",0765 143 827,5a:94:6b:0b:89:cf,121.145.239.225,RO71VHIW1628255600238934,2025-04-08 17:27:35,19353,697,398,1141209,d61982f2-0d8c-4299-8690-cbf32105d566
Grațiana Dochioiu,grațianadochioiu,grațianadochioiu@email.ro,1910518333831,1942-10-12,"Bulevardul Suciu Nr. 89, Jilava, 721020",0265 918 874,c0:57:4d:fa:9a:05,161.146.47.176,RO50YLHI1872438036066570,2025-04-08 17:27:35,28998,390,393,1491167,200fc014-df2f-4020-ac86-94a2eaf323e9
Alexandrina Pop,alexandrinapop,alexandrinapop@acasa.ro,7980624102227,1985-06-10,"Intrarea Marcela Ioniță Nr. 138 Bl. 49  Sc. 47 Ap. 861, Matca, 520382",0727 455 781,94:59:f5:25:f3:b7,192.186.227.126,RO78DYJM6748180052154609,2025-04-08 17:27:35,10513,150,92,1627111,770710f1-dfc2-481d-ad76-06dc469a8688
Amedeu Manole,amedeumanole,amedeumanole@acasa.ro,6770830399161,1966-03-03,"Aleea Geanina Dobre Nr. 613, 1 Decembrie, 622288",0255 590 869,e0:fd:14:9a:21:24,185.126.200.20,RO94CHEU1170731510058016,2025-04-08 17:27:35,12222,601,305,17660,05b45ed9-3720-4c91-9ca3-a4926f67c9b8
Liviu Barbu,liviubarbu,liviubarbu@gmail.com,3991009250577,1989-09-03,"Bulevardul Adam Nistor Nr. 74, Slatina, 376397",0748 205 943,dc:85:0d:08:26:33,93.119.4.177,RO65DCUO9533534189330549,2025-04-08 17:27:35,11579,847,333,776895,e2ab6d7a-acc5-4b0a-a99b-14ee5adbf58e
Doina Ababei,doinaababei,doinaababei@acasa.ro,2910620249082,2020-08-03,"Strada Loredana Ardelean Nr. 16, Hateg, 616632",0244 515 261,10:51:6f:8b:ad:13,53.5.168.197,RO79PEIP8186794550620762,2025-04-08 17:27:35,21421,660,22,39647,b62af3a6-db69-4e8a-a849-f1de440c0130
Anuța Barbu,anuțabarbu,anuțabarbu@gmail.com,8290727185025,1931-10-30,"Drumul Marina Toma Nr. 92, Rasnov, 886144",0264 266 867,d2:ab:63:ad:9f:b7,12.56.187.44,RO39COTK1123314134866280,2025-04-08 17:27:35,1511,130,245,888357,997e2932-591c-4faa-90ff-5dfb92e7dd01
Mara Ardelean,maraardelean,maraardelean@gmail.com,4441115130276,1993-06-12,"Aleea Luiza Barbu Nr. 297 Bl. 13  Sc. 24 Ap. 345, Santana, 671789",0254 678 526,f4:8b:a8:56:4a:8f,207.26.54.22,RO44ERQD7114047207446818,2025-04-08 17:27:35,1879,390,494,54482,2d729b3d-a551-49cd-afa8-3e7305fbcb38
Ionel Preda,ionelpreda,ionelpreda@gmail.com,3990412272331,1967-04-02,"Drumul Niță Nr. 917, Segarcea, 893607",0761 142 401,a2:10:63:59:cd:da,75.21.92.149,RO39KYBV1686455359746256,2025-04-08 17:27:35,35990,608,580,1834928,d3e2287e-3c59-4dc4-8aca-5e263a9a63c8
Codruța Ene,codruțaene,codruțaene@141.ro,1110309272698,1966-03-12,"Aleea Dumitrescu Nr. 99, Cristuru Secuiesc, 463077",0747 019 590,e6:75:40:3b:c6:08,35.59.168.207,RO04DEKC4199136926972932,2025-04-08 17:27:35,210,396,237,1673274,70e4d545-d848-4962-9426-d776dafc7b3a
Claudiu Dinu,claudiudinu,claudiudinu@kappa.ro,2031120295585,1959-07-21,"Soseaua Popescu Nr. 269 Bl. 25  Sc. 98 Ap. 152, Odorheiu Secuiesc, 596047",0761 532 533,46:c6:a1:74:22:ab,217.223.177.83,RO51AUHV3723129936447934,2025-04-08 17:27:35,9469,156,220,1246819,0f222f47-9f05-49c1-ac94-6b46b8dfda6a
Crin Marin,crinmarin,crinmarin@acasa.ro,8050129417206,2019-10-07,"Drumul Dobre Nr. 652 Bl. 11  Sc. 15 Ap. 386, Arbore, 380328",0247 664 999,bc:6b:6f:eb:50:5f,89.134.43.219,RO08LAAC1393370240988908,2025-04-08 17:27:35,7428,724,26,857125,9bf918b3-a965-4d85-ab78-b903752a47e7
Magdalena Aanei,magdalenaaanei,magdalenaaanei@acasa.ro,3930102018543,1961-05-19,"Soseaua Ștefania Toma Nr. 93 Bl. 82  Sc. 54 Ap. 642, Sabaoani, 887932",0754 691 876,56:2d:d1:a9:0e:9a,180.124.161.139,RO28VRBS3423423792626725,2025-04-08 17:27:35,4822,237,425,1717385,b595f6cd-84e7-426e-a848-17d61dd1acaf
Luca Popescu,lucapopescu,lucapopescu@kappa.ro,5550729353690,1987-09-16,"Aleea Suciu Nr. 59, Pipera (Voluntari), 425402",0253 865 021,1a:31:29:73:24:9f,12.198.27.152,RO53QUNQ7489863240315278,2025-04-08 17:27:35,22812,207,433,1313263,303ee3ae-f68c-4483-849e-8763ffdcbcf2
Ștefana Pop,ștefanapop,ștefanapop@gmail.com,3791224273384,1996-11-06,"Strada Alex Dobre Nr. 360 Bl. 47  Sc. 99 Ap. 514, Suceava, 208484",0711 166 619,ea:b4:8a:63:b5:fc,87.22.236.20,RO46PVHH3609543134450664,2025-04-08 17:27:35,9767,393,720,1848645,6b8e04c2-b694-45b8-bbc1-4d1c427e1526
Costache Tabacu,costachetabacu,costachetabacu@email.ro,8451105352804,1978-12-16,"Soseaua Diaconu, Valea Mare (Negresti), 959223",0240 551 079,cc:1a:c9:13:2a:ae,47.250.138.124,RO31VXJY4367155746627879,2025-04-08 17:27:35,5066,486,266,1624193,154d973c-920a-4157-b6fc-e302cbbf2b0d
Silvana Nemeș,silvananemeș,silvananemeș@zzup.ro,1950619210279,1916-08-04,"Soseaua Erica Tudor, Sandominic, 870403",0755 864 053,48:8e:e0:78:9c:ec,20.56.88.110,RO66OMTA5161203049131303,2025-04-08 17:27:35,33760,963,296,1063677,332d012a-fb8f-4624-a996-8fa1123ceb45
Iulian Voinea,iulianvoinea,iulianvoinea@gmail.com,6130120350162,1979-09-07,"Strada Nistor Nr. 37 Bl. 84  Sc. 33 Ap. 303, Pascani, 501823",0770 075 061,14:82:38:6a:e7:da,71.77.132.139,RO22SQMD6560719350367677,2025-04-08 17:27:35,3899,734,172,1657433,06a5617d-0766-4cd2-af2a-c8dc40de463d
Agnos Tudor,agnostudor,agnostudor@kappa.ro,5951211286707,1981-05-24,"Bulevardul Antim Tabacu Nr. 112 Bl. 21  Sc. 17 Ap. 967, Ovidiu, 960378",0260 366 694,1a:b4:c8:65:20:70,179.25.0.200,RO16LJHH9730904968966781,2025-04-08 17:27:35,20018,148,562,633022,52bb6a5f-2d42-46ab-946e-6e0ec4377024
Vlădelina Nistor,vlădelinanistor,vlădelinanistor@post.ro,8141107185341,1946-10-23,"Strada Ardelean, Baia Mare, 472230",0253 483 148,6a:d4:62:4f:89:fa,188.169.32.146,RO94PROM7453288596290112,2025-04-08 17:27:35,28175,887,737,1381676,9b1f6c52-c51a-4788-986a-f9ec7190c361
Daciana Mocanu,dacianamocanu,dacianamocanu@email.ro,4680711173145,1938-11-20,"Aleea Barbu, Baia Mare, 544578",0747 701 523,82:e4:82:eb:24:d0,98.154.24.163,RO87LKHM6644746166455321,2025-04-08 17:27:35,19307,188,383,251173,3f77b118-8687-4ced-8012-eeace4fbe28e
Laurenția Nemeș,laurențianemeș,laurențianemeș@kappa.ro,6861207409863,1946-05-03,"Strada Nistor Nr. 51, Valenii de Munte, 658710",0244 482 240,16:c4:9b:3f:32:37,143.142.176.31,RO05KAPF8626761983909845,2025-04-08 17:27:35,20107,245,380,145918,4d9aee56-036c-4d3d-a2ce-4807bd7621e0
Victor Mocanu,victormocanu,victormocanu@zzup.ro,5710607062019,1946-11-13,"Strada Marin, Popesti-Leordeni, 584357",0724 094 636,da:5c:a7:8d:72:04,154.111.181.76,RO32FMDM9480730347297239,2025-04-08 17:27:35,27596,209,208,1952714,1162a62b-f407-4aaf-b780-b3f1e5768dde
Petrică Preda,petricăpreda,petricăpreda@141.ro,3321003328089,2021-02-16,"Soseaua Pop Nr. 55, Feldru, 751072",0261 592 343,38:32:df:ac:7b:a2,220.202.6.29,RO21JAQO7755622289168327,2025-04-08 17:27:35,10179,75,468,309744,df62c426-1d28-46e3-9f35-14fab01942ee
Maia Suciu,maiasuciu,maiasuciu@post.ro,1150628064937,1943-11-28,"Bulevardul Georgescu Nr. 81, Valenii de Munte, 573150",0259 320 797,2e:7c:14:42:3a:b9,16.10.116.241,RO77NUXI6350279020050401,2025-04-08 17:27:35,21790,789,145,358394,740ed298-b2f0-4aae-9923-ff2ea3483dff
Eusebiu Diaconu,eusebiudiaconu,eusebiudiaconu@gmail.com,1010129405410,1982-12-23,"Soseaua Diaconescu Nr. 893, Pancota, 989298",0764 186 726,22:94:79:be:f6:12,13.203.80.235,RO66BBME5189818932356703,2025-04-08 17:27:35,34181,795,640,22190,7a57eb48-2c82-49ba-a647-ee18098088ce
Dina Dima,dinadima,dinadima@141.ro,8261124271320,1985-11-06,"Soseaua Nemeș Nr. 761 Bl. 66  Sc. 76 Ap. 704, Strehaia, 610857",0247 760 051,48:37:f8:a5:54:a3,156.4.123.82,RO32GNKS2611524201520853,2025-04-08 17:27:35,4894,694,106,713063,f8e8c9f6-fb4c-4701-a648-47c755a15e5b
Noemi Florea,noemiflorea,noemiflorea@acasa.ro,4351008032823,1927-07-09,"Strada Ariadna Dumitrescu Nr. 614 Bl. 67  Sc. 49 Ap. 788, Reghin, 280349",0262 577 526,90:a1:69:81:25:66,15.84.165.186,RO81JQEW0673749300785214,2025-04-08 17:27:35,11351,672,444,152831,5b4a1cad-ab3d-4687-b954-7be23ab7fc87
Ilie Stoica,iliestoica,iliestoica@zzup.ro,7170220047402,1991-07-24,"Bulevardul Bebe Suciu, Cajvana, 534632",0235 587 504,44:73:88:77:0e:49,164.201.136.82,RO30BRID7920157183324731,2025-04-08 17:27:35,19141,196,347,765624,98667107-fdc9-47c2-9f1d-ba40c97319e0
Amalia Gheorghiu,amaliagheorghiu,amaliagheorghiu@zzup.ro,4110403159125,1945-08-01,"Bulevardul Stănescu, Balotesti, 214909",0234 445 963,94:95:3d:64:c0:39,186.20.125.123,RO53MHDI9490698335747806,2025-04-08 17:27:35,25368,773,713,1380716,5e377166-06a2-466c-9a0f-199bb3c66db8
Andra Pușcașu,andrapușcașu,andrapușcașu@gmail.com,3740522394591,1916-11-27,"Strada Tudor Nr. 27, Borsa, 383613",0763 642 924,22:27:fd:02:b8:6d,201.1.8.50,RO51KLNV3269960084583209,2025-04-08 17:27:35,27274,380,685,186289,6e092397-04e4-434c-8890-6e37b6f1fabc
Viorela Pop,viorelapop,viorelapop@kappa.ro,8980907230061,2023-12-19,"Aleea Dumitrescu Nr. 439, Segarcea, 466891",0250 268 948,04:3d:66:38:4b:5f,149.99.237.7,RO41TRUC3986967220696296,2025-04-08 17:27:35,16466,259,556,1153747,b1bca66d-3932-4486-b777-8c8559bc83e1
Aristița Oprea,aristițaoprea,aristițaoprea@141.ro,6380330180989,1994-05-11,"Intrarea Aanei Nr. 59, Vlahita, 888392",0260 398 974,38:a8:3a:d5:bd:8f,100.227.199.199,RO64JOFL6707982446932184,2025-04-08 17:27:35,1896,704,407,1265765,54b103b4-62f6-4974-a2d5-3a29c1853d65
Savina Florea,savinaflorea,savinaflorea@post.ro,1050311455727,1983-03-11,"Strada Ardelean Nr. 647 Bl. 10  Sc. 41 Ap. 837, Savinesti (Poiana Teiului), 440679",0247 697 182,a6:6a:bf:10:67:8e,175.158.118.191,RO95ATVM6862168724996934,2025-04-08 17:27:35,23972,26,268,1060417,6452ee00-3108-4c66-aa33-2942ecb5fd73
Rica Florea,ricaflorea,ricaflorea@kappa.ro,3160403176537,1955-12-04,"Strada Stoica Nr. 51 Bl. 37  Sc. 12 Ap. 624, Caransebes, 902542",0255 383 447,cc:b9:1a:98:4e:36,126.27.8.187,RO51FORI2001164814918450,2025-04-08 17:27:35,34033,914,134,1210842,cf7ee4ff-348c-4aab-a1d4-4adca151d0ab
Raul Eftimie,rauleftimie,rauleftimie@email.ro,1280801166597,2021-11-24,"Bulevardul Crenguța Ioniță, Sebes, 141742",0785 498 616,00:35:43:a3:4e:99,123.181.8.139,RO32JDVT9389258562841531,2025-04-08 17:27:35,9410,604,440,291800,05be6361-a417-484c-88b2-050bbe237064
Mădălina Oprea,mădălinaoprea,mădălinaoprea@141.ro,1470923463661,1971-04-01,"Strada Ionescu Nr. 50 Bl. 56  Sc. 61 Ap. 708, Sinaia, 815697",0253 442 372,c4:d7:8d:42:80:83,54.32.66.220,RO33JYCP9399047417626692,2025-04-08 17:27:35,9344,758,630,406469,cd200fe5-584f-4ad8-93ce-f82d5c03b237
Octav Nistor,octavnistor,octavnistor@zzup.ro,2200215029274,1965-02-10,"Bulevardul Ionescu, Sighetu Marmatiei, 238402",0267 272 285,94:d7:8b:b2:31:a0,27.194.117.51,RO05EBEQ3793569126375466,2025-04-08 17:27:35,1975,758,153,1899048,ab0dcb91-86dc-4f22-8831-eefc8c130db7
Octav Gheorghiu,octavgheorghiu,octavgheorghiu@post.ro,5080106345816,1951-06-24,"Drumul Giorgiana Barbu Nr. 46 Bl. 19  Sc. 89 Ap. 103, Dabuleni, 538965",0746 064 207,d4:39:71:38:8e:ca,96.198.247.181,RO53NDFQ0667048355814737,2025-04-08 17:27:35,11666,1,274,1403455,de42f5f1-9be5-4f27-8efd-99bbc8c8e7d5
Titus Voinea,titusvoinea,titusvoinea@kappa.ro,1630105429095,1916-02-24,"Bulevardul Cristea Nr. 571 Bl. 57  Sc. 64 Ap. 311, Urlati, 666389",0261 743 937,98:f6:90:4a:5d:d0,1.189.70.31,RO24YCQO5075503509599297,2025-04-08 17:27:35,35558,921,774,1507047,a275eb0f-344f-47df-9c7c-8a57e5b83032
Celia Mazilescu,celiamazilescu,celiamazilescu@email.ro,1740230156048,1933-06-12,"Aleea Ovidiu Popa Nr. 95, Rasnov, 192721",0264 993 422,32:77:12:7d:24:33,222.243.151.254,RO21QGOJ4528628550019176,2025-04-08 17:27:35,35658,800,347,29840,f425107b-786b-4781-aa22-0bcca4c97b5e
Petruț Marin,petruțmarin,petruțmarin@email.ro,4610526299860,2009-09-26,"Strada Voinea Nr. 13, Campulung Moldovenesc, 517895",0233 301 002,a2:33:b2:43:bb:2a,56.157.89.57,RO86GAKN7074603868542784,2025-04-08 17:27:35,12397,920,510,1146087,a225f76b-ce8f-4dab-ba59-dbcbe33fefa8
Silviana Tomescu,silvianatomescu,silvianatomescu@kappa.ro,2831024128735,1924-12-16,"Drumul Voinea, Feldru, 131492",0772 274 144,60:03:d5:9b:1a:e2,121.169.199.212,RO79JFJL4887210831186923,2025-04-08 17:27:35,26128,667,644,77682,229e96eb-5fdd-4e41-8be2-34d02917fc99
Clementina Tabacu,clementinatabacu,clementinatabacu@kappa.ro,4871211423238,1918-05-06,"Strada Diaconescu Nr. 43 Bl. 16  Sc. 37 Ap. 105, Talmaciu, 576484",0766 873 696,ac:4d:cb:08:11:af,59.154.48.194,RO61CRDT6129230412801604,2025-04-08 17:27:35,9383,905,779,977472,0d25d223-4979-4a1e-b0ef-57ea1eacb646
Hortensia Diaconescu,hortensiadiaconescu,hortensiadiaconescu@acasa.ro,6910111050873,2009-06-13,"Soseaua Pușcașu Nr. 48, Gherla, 392790",0748 517 913,02:d7:c0:09:cf:6d,61.61.82.63,RO62IVBX7373500357797527,2025-04-08 17:27:35,3006,74,181,1056754,d47316de-cf25-4480-a3ad-a3238b3d123d
Filofteia Dumitrescu,filofteiadumitrescu,filofteiadumitrescu@zzup.ro,7291125140758,1972-06-22,"Aleea Gheorghiu Nr. 258 Bl. 66  Sc. 18 Ap. 585, Cugir, 647456",0263 934 547,88:8f:bb:61:41:63,158.76.252.64,RO60ONNH8594899828659760,2025-04-08 17:27:35,14703,778,653,1755314,8e61a514-276c-482f-85db-dc52200f520d
Fiona Dobre,fionadobre,fionadobre@gmail.com,5460625359576,1917-05-18,"Aleea Dobre, Dobroesti, 104234",0233 051 616,bc:5c:48:08:a5:8b,161.168.69.21,RO50IRSG2853122336454995,2025-04-08 17:27:35,19552,361,330,1888006,038d4714-7718-4c2e-a1f2-ca417a58d85d
Grațiana Dumitrescu,grațianadumitrescu,grațianadumitrescu@141.ro,7371114341304,2018-03-16,"Strada Diaconu, Oltenita, 149657",0723 278 331,b8:6a:63:12:cf:45,80.142.169.1,RO81OCHJ8690885058965151,2025-04-08 17:27:35,21376,492,183,866959,974cce4d-9f8b-427b-a1da-c1104011b5db
Artemisa Cristea,artemisacristea,artemisacristea@post.ro,2770306246231,1979-05-22,"Intrarea Dumitrescu Nr. 194, Ploiesti, 500372",0735 483 247,1c:16:70:43:69:8e,26.9.0.19,RO65VPXM7788947603050567,2025-04-08 17:27:35,22401,849,644,1942143,0b261324-0821-4ced-8dca-218d733e54ac
Antonie Voinea,antonievoinea,antonievoinea@gmail.com,1910628258168,1969-09-26,"Aleea Popa Nr. 95, Gugesti, 315829",0756 905 043,36:7d:72:f6:fe:05,119.168.74.197,RO07CVNK9033407924533993,2025-04-08 17:27:35,30819,261,121,1360656,0ccb4ae4-ff2c-4ead-846c-085c00edd21f
Daniel Toma,danieltoma,danieltoma@kappa.ro,2090907180352,1996-02-09,"Drumul Gheorghiu Nr. 35 Bl. 98  Sc. 84 Ap. 272, Baciu, 595519",0254 713 813,4e:96:0f:3c:fa:0e,45.159.247.221,RO45BWSS4780666548264614,2025-04-08 17:27:35,4313,847,177,1550786,9a7945b2-db39-49dc-83db-72cce1426d44
Anemona Nemeș,anemonanemeș,anemonanemeș@acasa.ro,2580226516920,1914-03-28,"Strada Suciu Nr. 62 Bl. 22  Sc. 74 Ap. 310, Ianca, 618314",0765 569 909,a6:04:b3:f4:0f:4f,31.90.74.217,RO98NXGP8794375674901235,2025-04-08 17:27:35,21835,91,789,424602,25f34509-c69c-45bb-81dc-b2561cb581f6
